"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"UR02_CP"	"UR02x01"	"UR02x02"	"UR02x03"	"UR02x04"	"UR02x05"	"UR02x06"	"UR02x07"	"UR02x08"	"UR02x09"	"UR02x10"	"UR02x11"	"UR02x12"	"UR02x13"	"UR02x14"	"UR02x15"	"UR02x16"	"UR02x17"	"UR02x18"	"UR02x19"	"UR02x20"	"UR02x21"	"UR02x22"	"UR02x23"	"UR02x24"	"UR02x25"	"UR02x26"	"UR02x27"	"UR02x28"	"UR02x29"	"UR02x30"	"UR02x31"	"UR02x32"	"UR02x33"	"UR02x34"	"UR02x35"	"UR02x36"	"UR02x37"	"UR02x38"	"UR02x39"	"UR02x40"	"UR02x41"	"UR02x42"	"UR02x43"	"UR02x44"	"UR02x45"	"UR02x46"	"UR02x47"	"UR02x48"	"UR02x49"	"UR02x50"	"UR02x51"	"UR02x52"	"UR02x53"	"UR02x54"	"UR02x55"	"UR02x56"	"UR02x57"	"UR02x58"	"UR02x59"	"UR02x60"	"UR02x61"	"UR02x62"	"UR02x63"	"UR02x64"	"UR02x65"	"UR02x66"	"UR02x67"	"UR02x68"	"UR02x69"	"UR02x70"	"UR02x71"	"UR02x72"	"UR02x73"	"UR02x74"	"UR02x75"	"UR02x76"	"UR02x77"	"UR02x78"	"UR02x79"	"UR02x80"	"UR02x81"	"UR02x82"	"UR02x83"	"UR02x84"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"TR02_01"	"TR02_01a"	"TR02_02"	"TR02_02a"	"TR02_03"	"TR02_03a"	"TR02_04"	"TR02_04a"	"TR02_05"	"TR02_05a"	"TR02_06"	"TR02_06a"	"TR02_07"	"TR02_07a"	"TR02_08"	"TR02_08a"	"TR02_09"	"TR02_09a"	"TR02_10"	"TR02_10a"	"TR02_11"	"TR02_11a"	"TR02_12"	"TR02_12a"	"TR02_13"	"TR02_13a"	"TR02_14"	"TR02_14a"	"TR02_15"	"TR02_15a"	"TR02_16"	"TR02_16a"	"TR02_17"	"TR02_17a"	"TR02_18"	"TR02_18a"	"TR02_19"	"TR02_19a"	"TR02_20"	"TR02_20a"	"TR02_21"	"TR02_21a"	"TR02_22"	"TR02_22a"	"TR02_23"	"TR02_23a"	"TR02_24"	"TR02_24a"	"TR02_25"	"TR02_25a"	"TR02_26"	"TR02_26a"	"TR02_27"	"TR02_27a"	"TR02_28"	"TR02_28a"	"TR02_29"	"TR02_29a"	"TR02_30"	"TR02_30a"	"TR02_31"	"TR02_31a"	"TR02_32"	"TR02_32a"	"TR02_33"	"TR02_33a"	"TR02_34"	"TR02_34a"	"TR02_35"	"TR02_35a"	"TR02_36"	"TR02_36a"	"TR02_37"	"TR02_37a"	"TR02_38"	"TR02_38a"	"TR02_39"	"TR02_39a"	"TR02_40"	"TR02_40a"	"TR02_41"	"TR02_41a"	"TR02_42"	"TR02_42a"	"TR02_43"	"TR02_43a"	"TR02_44"	"TR02_44a"	"TR02_45"	"TR02_45a"	"TR02_46"	"TR02_46a"	"TR02_47"	"TR02_47a"	"TR02_48"	"TR02_48a"	"TR02_49"	"TR02_49a"	"TR02_50"	"TR02_50a"	"TR02_51"	"TR02_51a"	"TR02_52"	"TR02_52a"	"TR02_53"	"TR02_53a"	"TR02_54"	"TR02_54a"	"TR02_55"	"TR02_55a"	"TR02_56"	"TR02_56a"	"TR02_57"	"TR02_57a"	"TR02_58"	"TR02_58a"	"TR02_59"	"TR02_59a"	"TR02_60"	"TR02_60a"	"TR02_61"	"TR02_61a"	"TR02_62"	"TR02_62a"	"TR02_63"	"TR02_63a"	"TR02_64"	"TR02_64a"	"TR02_65"	"TR02_65a"	"TR02_66"	"TR02_66a"	"TR02_67"	"TR02_67a"	"TR02_68"	"TR02_68a"	"TR02_69"	"TR02_69a"	"TR02_70"	"TR02_70a"	"TR02_71"	"TR02_71a"	"TR02_72"	"TR02_72a"	"TR02_73"	"TR02_73a"	"TR02_74"	"TR02_74a"	"TR02_75"	"TR02_75a"	"TR02_76"	"TR02_76a"	"TR02_77"	"TR02_77a"	"TR02_78"	"TR02_78a"	"TR02_79"	"TR02_79a"	"TR02_80"	"TR02_80a"	"TR02_81"	"TR02_81a"	"TR02_82"	"TR02_82a"	"TR02_83"	"TR02_83a"	"TR02_84"	"TR02_84a"	"IV01_RV1"	"IV01_REF"	"IV02_01"	"IV02_02"	"DM03"	"DM04"	"DM05"	"DM06"	"DM07"	"DM10_01"	"DM11"	"DM11_01"	"DV01_01"	"DV02_01"	"DV03_01"	"DV03_02"	"DV04_01"	"DV04_02"	"DV05_01"	"DV05_02"	"DV06_01"	"DV06_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
154			"base"	"interview"	2021-04-23 14:31:45	7	1	606	4	3	3	1	2	3	3	1	4	3	1	2	2	3	4	3	3	2	4	2	1	1	4	4	1	3	1	1	2	4	2	1	2	4	1	1	4	2	2	4	4	3	2	3	1	3	3	4	2	4	3	1	4	3	2	3	4	2	3	1	3	1	3	3	3	3	3	4	3	2	3	4	2	3	1	4	2	4	1	4	1	2	4	2	1	10159	1	9455	1	4601	1	3081	1	3720	1	3440	1	2907	1	2872	1	3016	1	3507	1	2952	1	5981	1	3826	1	3239	1	14809	1	3288	1	8202	2	10683	1	6850	2	6229	1	4543	2	6033	1	4072	2	3305	1	2712	2	5591	1	3353	1	5504	2	5806	1	3366	2	4190	1	7304	2	6462	1	2952	2	7083																																																																																																																																			"6058e99039e478ae98641fd4"	"-"	"Forced2Forced4Forced2Forced2Forced4Forced2Forced2Forced2Forced2Forced2Forced1Forced1Forced1Forced2Forced3Forced4ForcedFeedback"		2						1	T	26		73	53			87	87			73	8	60	13	16	57	18	21	8	52	77	7	136					506		2021-04-23 14:40:52	F	F	13	13	0	0	0.97	18
155			"base"	"interview"	2021-04-23 14:31:45	6	3	484	4	1	2	3	2	4	3	4	4	4	1	4	3	4	3	2	3	3	2	1	1	1	4	1	2	1	3	2	4	4	3	2	4	2	1	4	3	1	2	2	4	2	4	2	2	1	1	3	2	1	3	3	2	1	1	4	1	2	3	4	2	1	3	4	4	3	4	4	4	4	1	3	1	4	3	3	1	4	4	2	1	2	2	1	1	8215	1	4368	1	3259	1	3380	1	2985	1	2814	1	3480	1	2775	1	2926	1	2844	1	3303	1	2677	1	15248	1	5337	1	4904	1	2677	1	4068	1	5221	2	2411	1	2191	1	2275	1	2219	1	2673	2	2231	1	2799	2	2955	1	2475	1	2391	2	2840	2	2150	1	2443	1	2353	1	2021	1	2065	1	2026	1	2034	1	2075	2	2049	1	1916	1	2274	2	2237	2	2321	2	2348	1	2009	1	2633	1	6558	1	3226	1	2524	2	2163	2	2490	2	2300	1	2250	1	2461	1	2040	2	1986	1	2151	2	2086	1	2827	1	1993	2	2145	2	2255	1	2101	1	2223	1	1957	2	2359	2	2099	1	2058	1	2631	1	3772	2	4690	2	1962	2	3104	1	4446	1	8155	2	2345	2	1940	2	2072	2	2057	2	1972	1	1919	1	2270	1	2005	1	1984	1	2386	1	2190	1	2058	1	2029	1	1974	1	1917	1	2291	1	2058	1	1993	1	2002	2	2583	2	2182	2	2165	1	2125	1	2138	1	1968	2	4061	"5f2ebff5420629257e650401"	"-"	"Forced2Forced2Forced1Forced2Forced2Forced2Forced4Forced1Forced4Forced2Forced2Forced1Forced4Forced2Forced3Forced2ForcedFeedback"	"-340"	2	6	2	2	5		1	T	18	81	45	25	45	69	50	49	25	39	28	3	18	7	10	43	6	24	3	13	25	18	273	6	12	11	4	504		2021-04-23 14:40:09	T	F	17	17	1	0	1.53	31
156			"base"	"interview"	2021-04-23 14:31:47	10	4	806	4	2	3	3	3	1	1	2	3	4	2	3	1	2	1	1	2	4	4	3	3	3	1	1	2	4	1	3	1	1	4	2	2	3	1	2	1	4	4	2	3	2	3	1	1	1	1	1	3	1	4	3	2	4	3	3	1	2	3	4	4	3	1	1	4	2	1	2	4	4	3	1	4	2	1	2	2	3	3	1	3	4	2	2	1	8402	1	5380	1	6107	1	4763	1	3514	1	2834	1	3091	1	2554	1	2670	1	2896	1	2905	1	7105	1	2579	1	3016	1	2483	1	2369	1	2952	1	3116	1	2074	1	7304	1	3470	1	1941	1	4028	2	2209	1	1968	1	2479	1	3016	2	2471	2	1912	2	1909	2	1903	1	1922	1	2014	1	1852	2	3397	2	4158	1	2241	1	2227	1	2028	2	1997	1	2366	1	2098	1	2377	1	1900	1	1968	1	2056	1	2522	1	2379	2	2100	2	1948	2	1985	2	2268	2	1932	2	1902	2	2221	2	2739	2	2386	2	2215	2	3002	1	2097	1	2478	1	2029	1	1889	1	2064	1	1949	1	1947	1	2102	1	2080	1	2009	2	2542	2	2867	2	1950	2	2076	2	1936	2	1802	2	2015	2	1927	2	2026	2	2076	2	1923	1	1986	2	2326	1	1942	1	2271	1	2101	2	2353	2	2049	1	2173	1	2312	1	1938	1	1868	1	1985	2	2179	2	2136	2	2013	2	1892	2	1963	2	1896	2	1861	1	3087	"5f75b5d059b8cb24aa22cc6f"	"-"	"Forced4Forced1Forced2Forced3Forced3Forced4Forced3Forced4Forced4Forced4Forced4Forced2Forced2Forced4Forced4Forced4ForcedFeedback"	"-500"	2	1	1	2	3		1	T	29	71	42	26	11	16	36	52	51	51	72	99	32	9	6	18	12	39	2	11	35	26	265	11	484	10	13	596		2021-04-23 14:50:54	T	F	17	17	1	0	1.01	9
157			"base"	"interview"	2021-04-23 14:31:49	8	1	698	1	2	2	3	1	1	2	2	1	3	2	1	1	2	1	1	3	4	3	4	2	3	2	4	3	2	1	2	2	4	3	2	4	3	2	1	3	2	2	3	3	2	3	2	3	2	4	2	4	1	3	4	2	1	3	3	3	3	3	2	4	1	2	4	1	3	2	3	1	4	4	3	2	2	1	3	4	1	3	3	1	4	3	2	1	10918	1	4202	1	3490	1	4967	1	4299	1	3257	1	3237	1	3234	1	2828	1	2812	1	2832	1	2831	1	2524	1	4543	1	5083	1	3122	2	5657	1	2171	1	2177	2	2124	2	2035	2	1918	2	1937	1	1895	1	1929	2	2030	2	1885	2	1960	1	3285	1	2387	1	2263	2	2288	2	2092	2	1666	2	2576	2	1911	2	1956	2	2012	1	1942	2	2832	1	3109	2	1978	2	2391	2	4392	2	2221	2	2226	2	2108	2	2222	2	1977	1	2295	2	1899	2	1949	2	2048	2	2086	2	1951	2	2006	2	1896	2	3102	1	2749	2	1991	2	5057	1	2096	2	1850	2	2032	2	1964	2	1962	2	1935	2	1920	2	1981	2	1908	2	1894	2	1844	2	1901	2	1832	2	1879	2	1936	2	1885	1	2231	1	1911	1	1981	2	2053	1	1977	2	2008	1	2684	2	1948	2	1891	1	2129	2	1880	1	2442	2	2222	2	2078	2	2216	2	1980	1	1847	2	1902	2	2835	2	2137	2	1939	2	1997	1	2814	"5f5a7b0b5bbf4b146bf683da"	"-"	"Forced2Forced4Forced1Forced3Forced2Forced2Forced2Forced2Forced2Forced1Forced2Forced4Forced1Forced4Forced2Forced2ForcedFeedback"	"-560"	2	12	1	2	5		1	T	21	68	62	83	7	8	35	38	61	68	63	56	42	18	10	45	6	13	3	14	39	36	240	27	11	16	37	659		2021-04-23 14:43:08	T	F	17	17	1	0	0.97	10
158			"base"	"interview"	2021-04-23 14:31:53	9	3	741	3	3	1	4	1	1	2	1	4	3	1	3	4	2	4	4	3	3	2	1	2	2	3	2	2	4	1	4	3	4	2	1	1	1	1	2	3	2	3	1	1	4	4	4	1	1	2	3	4	1	4	4	1	1	3	2	2	1	1	2	4	2	3	2	4	4	1	1	2	2	3	4	2	3	4	3	1	4	4	1	1	1	4	1	1	5956	1	7026	1	5214	1	4011	1	3827	1	3608	1	3292	1	6364	1	4323	1	3035	1	3051	1	3032	1	2947	1	3044	1	3009	1	3046	2	3133	1	2997	1	2776	2	2282	2	3047	1	2574	1	2896	2	2246	2	2301	2	2363	2	3242	1	2329	2	2425	2	2576	1	2334	1	2795	2	2825	1	2347	2	2091	1	2237	2	2549	1	2382	2	2127	2	2235	1	3783	2	2610	2	2316	1	3714	1	6487	2	2230	2	2337	1	2340	2	2441	1	3010	2	2305	1	2140	1	3913	2	2445	2	2206	1	2040	2	2184	1	2366	2	2248	1	2646	2	2412	1	2292	2	2854	1	2534	2	2242	2	2604	1	3884	1	2634	2	3142	1	2466	2	2625	1	2059	1	3621	2	2099	1	2630	2	4601	1	2526	1	14251	2	3250	1	2278	2	2271	1	6000	2	2933	1	3834	2	2171	1	2186	1	2050	1	2614	2	2252	2	2108	2	2306	2	7672	1	2673	1	2924	1	2169	1	2213	1	2546	1	2230	1	2288	1	2445	"5ea860fd37c7770a30aec489"	"-"	"Forced2Forced2Forced2Forced3Forced1Forced2Forced2Forced2Forced2Forced4Forced1Forced4Forced2Forced4Forced1Forced2ForcedFeedback"	"-400"	2	3	2	2	4		1	T	79	48	36	56	51	51	45	48	46	34	123	5	52	6	13	53	5	13	3	20	51	23	346	13	35	17	5	698		2021-04-23 14:44:57	T	F	17	17	1	0	1.17	17
159			"base"	"interview"	2021-04-23 14:32:00	7	4	572	1	4	2	3	4	4	4	4	4	4	1	4	1	3	3	1	1	1	1	1	4	1	1	4	2	3	2	3	1	1	2	3	3	4	2	2	3	1	4	3	3	1	1	4	1	4	4	4	4	1	1	2	2	3	3	4	2	4	4	4	2	1	3	1	2	1	2	2	3	4	4	4	2	2	1	4	4	3	3	1	4	4	4	1	1	5431	1	7613	1	3536	1	3269	1	4902																																																																																																																																																																																															"60824805195c0b8bfc7380bf"	"-"	"Forced4Forced4Forced4Forced3Forced2Forced3Forced4Forced3Forced2Forced4Forced4Forced4Forced2Forced1Forced4Forced4ForcedFeedback"		2						1	T											18	11	21	6		6	4	20										86		2021-04-23 14:33:26	F	F	6	8	0	0	1.91	62
160			"base"	"interview"	2021-04-23 14:32:05	8	4	651	2	1	4	2	2	3	3	3	4	3	1	4	2	3	2	3	4	2	3	4	2	1	3	2	2	3	4	2	2	3	3	3	3	1	2	1	1	1	2	4	4	4	3	1	2	3	2	4	1	1	2	2	4	2	3	4	3	1	1	4	1	4	3	2	1	2	4	4	1	4	1	2	3	1	1	1	3	2	2	4	4	4	2	4	1	5655	1	7588	1	5327	1	14012	1	6645	1	3345	1	3558	1	4326	1	6221	1	32002	1	7871	1	6241	1	5073	1	4886	1	4278	1	3552	1	7838	2	9955	2	10686	2	8826	1	8092	2	9515	1	11272	2	9383	1	11710	1	9146	1	12679	1	24521	1	10790	2	10613	2	21245	1	9328	2	24879	1	3024	1	10442	1	14233	1	5165	1	8658	2	10115	2	4065	1	3969	2	2668	2	2226	1	7578	2	3997	2	2140	2	2561	1	18013	1	16491	2	3640	2	3337	2	4300	2	2788	2	3467	1	2294	1	4463	1	4152	1	4092	1	4265	1	4411	2	2263	1	1871	1	5414	1	10538	1	5427	1	6208	1	15253	2	3952	1	2204	1	2551	1	3324	2	2172	1	1975	2	1967	1	1846	1	1879	2	3732	1	1949	1	2456	1	2513	2	3521	1	1908	1	1862	1	5909	1	6153	1	3649	1	3683	1	4104	2	3027	-9	-1	1	3823	1	3800	1	3637	2	2546	1	1907	1	4465	1	10984	2	5177	2	5096	1	3203	"5e9b0ac83abad80009e61116"	"-"	"Forced4Forced4Forced1Forced4Forced4Forced4Forced2Forced3Forced2Forced4Forced3Forced2Forced3Forced4Forced4Forced4ForcedFeedback"	"-420"	2	9	1	2	3		1	T	33	40	71	41	36	16	40	27	21	11	43	38	109	14	6	19	18	89	3	25	71	33	593	11	46	43	37	768		2021-04-23 14:52:05	T	F	17	17	2	1	0.69	4
161			"base"	"interview"	2021-04-23 14:32:21	9	4	724	1	3	1	1	1	1	2	4	2	1	4	3	3	3	3	3	3	4	1	1	1	4	4	2	4	2	3	3	1	4	1	3	2	1	4	3	3	2	3	1	4	4	3	3	4	4	2	1	1	4	4	1	4	4	2	4	2	3	3	1	2	1	1	4	3	2	2	1	1	2	4	4	4	4	3	2	2	4	2	4	2	1	4	3	1	6257	1	6548	1	4373	1	3604	1	7351	1	3493	1	3297	1	3516	1	5330	1	3583	1	3686	1	3623	1	4670	1	3367	1	6489	1	18180	2	5709	1	7800	1	3416	2	5581	1	3714	1	3628	2	6282	2	2044	1	4220	2	2671	2	2013	2	4050	1	2273	1	2238	2	2237	1	2020	2	1947	2	1917	2	2462	2	1999	2	1954	2	3005	1	2260	2	3500	1	2187	1	4641	2	2951	2	2471	2	2015	2	3093	1	2636	2	2140	2	2108	2	3463	2	2645	1	2863	1	2560	2	4033	2	2363	2	3983	2	2642	2	2071	2	2224	2	2011	2	1939	2	1931	2	1940	2	1924	2	2019	2	2008	2	1971	2	2101	2	2175	2	2248	2	2311	2	2505	2	2067	2	2139	2	1961	2	1955	2	1920	2	1952	2	1903	2	1608	2	2176	2	2012	2	2055	2	2114	2	1959	2	2006	2	1997	2	2008	2	2157	1	2526	1	2935	2	2017	2	1998	2	1910	2	2082	2	1928	2	2278	2	2023	2	2357	2	2614	"5f53d07815e366717e2b44ae"	"-"	"Forced4Forced3Forced3Forced4Forced1Forced2Forced4Forced4Forced3Forced2Forced2Forced4Forced4Forced4Forced4Forced4ForcedFeedback"	"-340"	2	8	2	2	4		1	T	101	89	21	83	25	91	90	92	96	96	40	49	29	8	8	15	20	61	5	20	71	29	291	12	22	16	20	716		2021-04-23 14:44:18	T	F	17	17	1	0	0.87	4
163			"base"	"interview"	2021-04-23 14:40:37	10	1	871	2	4	3	3	2	1	4	3	1	2	4	3	3	2	3	1	3	1	2	1	2	2	2	2	3	1	4	1	4	3	1	2	4	2	3	1	3	2	3	1	3	3	1	4	1	1	1	2	2	4	1	2	3	1	4	2	3	4	2	4	1	3	2	3	2	2	1	4	2	1	2	2	2	4	3	3	3	4	1	4	1	2	1	1	1	4787	1	4240	1	3504	1	3308	1	3070	1	2771	1	2797	1	2820	1	2673	1	2768	1	2914	1	2692	1	2877	1	2867	1	2878	1	2470	1	3804	2	2879	1	4250	2	2492	1	3846	2	2134	1	3279	2	2393	1	4715	2	4158	2	4528	2	6773	1	2312	1	2184	2	3756	1	2099	1	3407	1	2595	2	2182	1	1976	1	2023	2	9827	1	9800	1	3396	2	4505	1	3167	2	1782	1	3914	1	1950	1	2637	2	2056	1	2125	2	2369	1	2081	2	2145	1	3537	1	3686	1	2057	2	2421	1	2013	2	1724	1	2027	1	2316	2	2179	2	3460	1	3318	1	2173	2	2180	1	2566	2	2111	2	2749	1	2135	1	1945	2	2033	2	2010	1	2021	1	2020	2	1961	2	2440	1	1996	2	2034	1	1962	2	1975	1	2020	1	1793	2	2132	1	1900	2	2042	2	2045	2	1975	1	1935	2	1950	1	1987	2	2005	1	2583	1	2122	2	2007	1	2005	1	1889	1	2021	1	2033	1	1961	1	2001	1	2756	"5d88c63e488c06001baae835"	"-"	"Forced2Forced4Forced1Forced2Forced2Forced1Forced1Forced2Forced2Forced2Forced4Forced3Forced2Forced4Forced2Forced2ForcedFeedback"	"-540"	2	19	2	2	5		1	T	20	15	71	41	81	51	66	51	81	81	505	51	313	19	12	36	4	11	2	18	49	104	302	9	22	68	29	666		2021-04-23 15:06:31	T	F	17	17	1	0	0.88	12
164			"base"	"interview"	2021-04-23 14:57:32	11	4	913	4	1	3	4	2	3	3	2	3	4	4	3	1	1	3	4	4	3	3	1	1	4	2	3	2	1	2	1	4	3	4	4	1	2	4	4	1	2	3	1	2	1	3	1	1	1	2	3	1	4	4	4	3	2	2	4	1	2	2	4	1	3	4	4	1	3	4	3	1	1	1	3	2	2	3	2	2	1	2	3	4	2	3	1	1	5711	1	4489	1	3337	1	3245	1	2957	1	3136	1	4892	1	3267	1	2802	1	2937	1	2822	1	3899	1	3310	1	3036	1	2847	1	2775	1	4659	2	2985	1	2440	2	2248	2	2439	2	2208	1	2081	1	2087	1	2059	1	2052	1	2409	2	2166	2	2255	2	2146	2	2077	1	2674	1	2076	1	2095	1	1892	1	2134	1	2099	2	2257	2	3034	1	1909	2	2201	2	2134	2	2015	2	2152	1	2986	2	2838	1	2074	1	5165	1	2603	2	2192	1	2689	1	2259	1	2098	1	2081	1	2087	1	2123	2	2069	1	2082	1	1789	1	2118	2	2224	2	3550	1	2052	1	3618	1	7958	1	2085	1	2070	1	2081	1	2095	1	2090	1	1970	1	2002	1	2075	1	2116	1	2087	1	1966	1	2100	1	2121	2	2258	2	2082	2	2125	1	2040	2	1909	2	2070	1	2065	1	2066	1	2090	2	2321	2	1688	2	1695	2	1821	2	1749	2	1735	2	1857	2	1782	1	2012	1	4784	2	2166	2	2090	1	2853	"5ff5e3a8281b5e0be7654219"	"-"	"Forced4Forced2Forced3Forced4Forced3Forced2Forced4Forced4Forced4Forced4Forced4Forced1Forced2Forced4Forced4Forced3ForcedFeedback"	"-420"	2	4	1	2	3		1	T	45	64	96	101	5	5	12	12	1	1	33	8	33	8	5	14	11	37	2	13	35	19	260	9	17	20	16	540		2021-04-23 15:06:34	T	F	17	17	1	0	1.23	13
165			"base"	"interview"	2021-04-23 14:57:45	18	3	1523	2	3	2	2	1	3	2	3	1	2	4	1	4	1	3	1	3	1	1	2	4	1	3	4	2	4	4	3	2	1	4	2	1	4	3	1	3	3	2	4	3	4	2	2	4	2	1	3	2	4	1	2	4	1	2	3	2	3	2	4	2	2	1	2	3	4	2	4	1	2	1	3	1	3	3	2	2	3	2	1	4	4	4	4	1	7519	1	8668	1	6568	1	4616	1	6052	1	5143	1	3300	1	9610	1	4238	1	4201	1	3239	1	3195	1	3616	1	2994	1	2794	1	2847	1	2880	2	3727	1	3376	1	3162	1	2177	2	2302	2	2012	2	2671	1	2369	1	2002	1	2013	1	2255	2	2175	2	2118	1	2738	1	2530	2	2306	2	2427	1	2160	1	1875	1	1841	1	1974	1	1997	2	2019	2	2132	2	1940	2	1922	2	2056	2	2041	2	1966	2	1921	2	1918	2	1913	2	1890	1	3491	2	2005	2	1998	2	1934	2	1950	1	2011	1	1878	2	1892	1	2570	2	2074	2	1933	2	2180	1	1953	2	1955	2	3990	2	2066	1	2352	2	2041	2	2345	2	2029	2	2602	2	1870	1	1820	1	2134	2	1909	2	2285	2	2242	2	2180	2	2124	2	1875	1	1937	1	2115	1	1951	1	1900	1	1927	1	1886	2	2906	1	1870	1	1878	1	2221	1	1991	1	1943	1	2102	2	1960	1	1920	1	1959	2	1906	2	1914	2	1901	2	3016	"5ff6e9cd745cf62add30ef5e"	"-"	"Forced1Forced2Forced4Forced2Forced2Forced3Forced2Forced1Forced2Forced2Forced2Forced4Forced1Forced2Forced2Forced4ForcedFeedback"	"-440"	2	10	2	2	5	"I feel disappointed, but everything went well ewith the study. Thank you"	1	T	32	54	31	16	10	18	58	42	79	81	41	71	44	8	23	47	6	16	3	21	41	42	254	11	29	16	58	685		2021-04-23 15:09:56	T	F	17	17	0	0	0.87	5
166			"base"	"interview"	2021-04-23 14:57:45	22	2	1795	3	3	1	4	3	4	1	2	3	2	1	3	3	4	3	3	4	1	1	1	3	3	1	2	3	3	4	4	4	4	1	1	1	2	2	2	2	3	4	1	2	4	2	3	2	2	4	3	4	1	1	4	4	3	2	4	2	1	3	4	4	1	1	2	4	3	2	3	4	4	4	4	2	4	2	2	3	1	4	1	1	1	1	4	1	7550	1	8287	1	11643	1	5988	1	11025	1	10395	1	13183	1	5718	1	4924	1	5440	1	9740	1	4210	1	5553	1	10498	1	7186	1	7422	1	5259	1	6553	2	3212	1	14851	1	21830	2	2801	2	5419	2	6500	1	6618	1	2749	2	3015	1	35777	1	1936	1	2016	1	2141	1	1941	1	3132	1	5633	2	8076	2	1951	2	2230	2	1928	2	3291	1	2405	1	1954	1	1908	1	1994	1	1911	1	2035	1	1898	1	1908	1	1805	1	1877	1	11166	2	5172	2	1923	1	2268	1	2725	1	1948	1	1992	2	4839	2	3108	2	3566	2	2252	1	3793	1	1960	1	1833	1	2033	1	1891	1	1901	1	2010	1	2250	1	1989	1	1993	1	1960	1	1877	1	2021	1	1799	1	1884	1	1937	1	1958	1	1900	1	1750	1	1914	1	1722	1	1805	1	1941	1	1888	1	1897	1	1798	1	1941	1	1919	1	2038	1	1938	1	1921	1	1908	1	1883	1	2007	1	2282	1	1896	1	1738	1	1911	1	1784	1	2592	"606902f6e4f5453b7c5ad1bf"	"-"	"Forced3Forced2Forced4Forced3Forced4Forced4Forced4Forced4Forced4Forced4Forced2Forced4Forced3Forced1Forced2Forced4ForcedFeedback"	"-340"	2	2	1	2	3		1	T	80	82	41	81	31	70	31	66	71	61	57	87	88	11	11	27	22	81	3	21	72	45	347	100	20	16	3	847		2021-04-23 15:14:38	T	F	17	17	1	0	0.8	10
167			"base"	"interview"	2021-04-23 14:57:46	15	3	1260	1	3	3	2	4	1	4	2	1	2	2	1	3	4	1	2	2	4	3	1	3	3	3	2	3	4	2	2	3	2	2	3	4	1	1	1	4	1	1	2	4	4	4	2	2	3	3	3	3	1	3	4	3	2	4	2	4	3	1	4	2	4	1	1	3	1	3	4	3	2	1	4	3	3	3	1	4	2	3	3	1	2	1	3	1	4589	1	3911	1	5784	1	7574	1	3438	1	4858	1	2801	1	2820	1	2900	1	4329	1	6132	1	4965	1	5929	1	3228	1	2905	1	2650	1	3827	1	4476	2	3698	2	5739	2	2774	2	3736	1	2324	1	4936	1	3051	2	2454	2	2301	2	1983	2	1895	1	2568	1	2086	2	1928	2	1913	2	2236	1	4407	1	1970	1	1890	2	2046	2	1894	1	1987	1	3192	1	2678	1	1969	1	1994	2	2159	2	2322	1	2633	1	1927	1	1975	1	2596	1	2788	1	2169	2	1999	2	1997	2	1987	2	1936	2	1725	2	3431	2	1924	2	1957	2	2180	1	1666	1	1965	2	1972	1	1914	1	3084	1	2001	1	1948	1	8462	1	1865	2	2204	2	2041	2	2368	1	2249	2	1934	2	1650	2	2096	2	2152	2	2349	2	2126	2	2093	1	1690	2	1866	2	2145	1	2070	2	1978	2	6518	2	3911	2	2218	1	1957	1	2055	1	1816	1	2873	2	1877	1	2021	1	1724	2	1779	2	2057	2	1912	2	2247	"60143c0f36253d3c41e397d8"	"-"	"Forced3Forced4Forced2Forced1Forced2Forced1Forced4Forced2Forced2Forced2Forced2Forced1Forced4Forced2Forced2Forced2ForcedFeedback"	"-480"	2	4	1	2	5		1	T	28	74	64	15	21	45	45	68	84	83	57	27	27	6	19	40	5	16	3	18	29	37	267	4	14	18	4	591		2021-04-23 15:07:38	T	F	17	17	1	0	1.27	20
